くっから,ばっかり,からよろ,くいじめ,ぼくのこ,くってく,うだいじ,がたのし,もそうだ,ころだっ,いじめら,くらかっ,ふかだっ,かったら,だったか,もりだっ,がみのそ
3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
