こんとこ,すっかり,びりつか,しながら,にやがっ,いらしく,にたくさ,こんとろ,そわしな,がたくさ,ことぐら,つけたら,すくへっ,にこびり,ばっくす,ぶらうざ,からこそ,おいてく,ばってく,わなかっ,しなくちゃ,うしたっ,おろぎー,うとする,すっぱり,きりたっ,かったら,するから,ばっくに,けたこと,だったか,だったら,ひそめた,いじめた,ぶちこん,ずっとこ,こそぱー,もりだっ,たっぷり,すくから,きーぼー,うところ
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,2,1
