こんとこ,すっかり,すること,つけなよ,ことする,けたとこ,くさかっ,むかつい,からほっ,ちらから,くたばっ,いがする,ぐちゃぐち,ばっかり,にこちら,もろくに,ぎらつい,たらだっ,はっきり,しながら,たっすか,こうもこ,がみつい,ざらだっ,からこう,かすきー,からだっ,ことから,もそもや,からのこ,くすどー,びかかっ,よろしく,さっそく,ころもご,こうする,もこちら,さっぱり,つけてく,けってか,くさがっ,うしたら,ころから,しなかっ,にやしな,しとこう,がらくた,するぱた,からばた,すらしな,すーぱー,わいとぼ,おいてく,ぼやけた,わなかっ,がっちり,たらふら,うとする,たらしく,もそこそ,ばっちり,さんもこ,さばげー,じたこと,からふる,かったら,がたじろ,さんから,がりから,だったか,がっはっ,だったら,がりにや,からふか,ぺっとぼ,くっきり,ゆるごみ,ずっとこ,ことすら,うるさく,おたくっ,くつもり,もわから,かってく,てけたた,ついてく,さんまじ,じところ,からのそ,たためた,ふかしな,うところ,だっつー,かすこと,はらわな,まじすか,かったか
1,7,6,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,6,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,2,3,1,2,1,1,3,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,1,5,1
