ペットボ,ムカメラ,グスプラ,コントロ,サングラ,カップス,ハッピー,キーボー,フラワー,クッキー,グスクー,スーパー,ワイトク,オートロ,バックス,ヘッドバ,タッパー,ケットボ,ゴキブリ,カサコソ,ピープル
16,1,1,1,3,1,1,2,1,2,1,8,2,4,2,1,1,2,1,1,1
