どばかり,するにこ,ばっかり,ことだっ
['\u3000でも、私がやるといつもろくでもない男ばかりが作られ、ばっどえんどばかりになるのだ。'],['\u3000要するにこの男は、証拠もなく、かたりーなの泣き落としを一方的に信じて婚約破棄を言い渡してきたのだ。'],['「はいはい、でもそんなものばっかりやってると現実の彼氏も出来ないわよ」'],['\u3000当然、私には全く身に覚えのないことだった。']
