ゆるゆる,くすくす,ぶつぶつ,おどおど,ぱかぱか,ずるずる,ばらばら,ころころ
['志帆はゆるゆると首を横に振る。そう、志帆こそ考えなしだった。圭一が自分の父親とは違うことをちゃんと知っていたはずなのに。'],['突然くすくすと笑いだした志帆を、家族が怪訝そうな顔で見る。'],"['壁に寄りかかりながらぶつぶつと呟く。', '志帆はぶつぶつ呟く。そんなことで彼らが消えないことはわかっていたけれど、それでも言わずにはいられなかった。']",['大人しくいつも自信なさげにおどおどしていた孫娘の突然の変貌に、驚いているのだろう。'],['すると、壁をすり抜けて、ずるり、ずるりと這いずる一人の女が通りがかった。歩くたびに取れかけた首がぱかぱかと動く。気持ちが悪い。'],['女がずるずると這いずるたび、首がぱかりぱかりと揺れて、肉やら骨やら神経やらの切断面が見える。気持ちが悪いことこの上ない。'],"['ぼた、ぼたっと水っぽい音を立てて、ばらばらになった赤ん坊が床に落ちる。', '「うるさい！いつかおじいちゃんが死んでおばあちゃんが死んでお父さんも死んだら、この大事にしてる先祖代々の土地とやらをばらばらにして売り払ってやるから！」']",['後ずさるが、女の首はころころ転がって志帆に近づいてくる。腰が抜けて、動けない。']
