すっかり,すること,へとむか,だったっ,とげのろ,くようだ,くすぐっ,ことだっ,うとしな,うずめた,かったじ,にこちら,もろくに,たってけ,ほっぽり,みしめた,はっきり,うだから,しながら,とってか,たったら,がみつい,ぶつくさ,かっぷら,からこう,すくとっ,もこうし,げたかっ,ことから,からずる,からむし,こうから,おいたっ,だらしく,よろしく,さっそく,さんきゅー,ごろしな,がしゃべり,いががら,てかけた,うしたら,がらすか,さんだっ,ころから,がらねと,もそのた,しなかっ,けたかっ,ゆるふわ,ぶつかっ,するとこ,からこそ,すらしな,じめてか,すーぱー,こそうじゃ,ぼやけた,にこもり,すくもそ,わなかっ,ぬくもり,しないが,ちらへと,ひたすら,いじめら,いそうだ,きりだっ,がってく,へとへた,ことくら,うとする,たらしく,ぽかぽと,ちらこそ,かったら,いがくっ,むしゃぶり,するから,ばっくに,けたこと,だったか,だったら,ばらくど,ぺっとぼ,くっきー,わいどし,へとふる,ついにこ,ずっとこ,ことすら,すっぽり,めちゃくちゃ,からずっ,ふらつい,もりだっ,かってく,めたから,びかかり,たらばっ,へとたっ,ぶつけた,ふるすい,のそこそ,とっくに,つけてか,からしば,へっどし,うろつい,かったか
4,8,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,12,1,2,1,1,2,1,5,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,9,1,1,1,1,1,1,5,3,1,1,2,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,2,1,1,1,6,5
