げーじり,はっきり,しながら,うざかっ,にたくさ,からだっ,がらつい,のためら,くしゃわー,うしたら,しなかっ,まざこん,からしゃわ,わなかっ,すやめー,ぶつもり,にこさー,だったか,だったら,ちかけた,めちゃくちゃ,しばたた,ついたか,もりだっ,かってく,かっぷか,もたくさ,たっぷり,さんのこ,くらいが,からしば,かったか
1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1
