辛い
"['「野菜はだめだとか、生魚は苦手だとか、辛いものは嫌いとか。でも、若いんだし、肉は当然お好きですよね」\n', '\u3000借金取りは大手を振って、恭介につきまとう。違法な取立ては禁止されている、と耳にしたことがあるが、赤京区に限っては合法なのかもしれない。誰も彼も自分のことで精一杯で、何かと世知辛い昨今、救いの手を差し伸べる者などいやしない。\n']"
