すること,うとしな,けたとこ,らんくに,しながら,こうから,たかもだ,しなかっ,ころだっ,からこそ,いじめら,がらこち,かったら,だったら,がちゃがち,うところ,かったか,つかわし
2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
