すること,じゃぶがく,ぐちゃぐち,はっきり,しながら,すっきり,こんとろ,からかっ,かったた,びかかっ,ころだっ,へっどろ,らんから,ひたすら,こんこそ,さんから,とっぷり,さんがば,かったか
4,1,1,1,8,1,1,1,1,1,1,1,1,3,1,3,1,1,1
