ワイドシ,ザーサラ
"['\u3000お昼のワイドショーが流れていた。\n', '\u3000新聞では、女性の絞殺死体とだけ書かれているが、悪趣味にもワイドショーや週刊誌はその殺害方法を事細かに説明していた。わざわざスタジオに殺害現場の模型と被害者に似せた人形を用意している。\n', '\u3000ぱりっと心地よい音を立てながら、あの趣味が悪いワイドショーを見ている。\n']",['\u3000和服を着た仲居さんが次の料理を持ってくる。シーザーサラダみたいだが、ドレッシングがアウトだ。\n']
