グダグダ,グラグラ
['\u3000で、イベントをグダグダ適当に探していたオレの目に移ったのは、『くえすちょんブックマーク』という、いろんなネタを匿名で書きこむサイトだった。'],['\u3000グラグラと目の前が煮立つような怒りを覚える。']
