こんこん,ぱたぱた,へらへら,そろそろ,ずるずる,ぼこぼこ,かたかた
['\u3000こんこんと黒板に数式を書き進めていく若い女教師。'],['\u3000ぱたぱたと倒れていく。'],['\u3000でも、目的は果たしたから結構満足していた。だから、へらへら笑っていた。'],['\u3000中間てすとも一ゖ月を切り、そろそろ本腰を挙げねばならない。'],['\u3000乾いた破裂音とほとんど同時に、女教師は背後の黒板に身体を打ち付けてずるずると崩れ落ちた。'],['「五人がかりで僕をぼこぼこにしてくれてありがとう。強くなったよ……こうしてね」'],['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらかたかたとぱそこんを打っている。']
