すっかり,うしたか,かりだっ,すること,くすこと,べたとこ,ことだっ,ことばっ,からすっ,くっつい,ばっかり,にこちら,はっきり,しながら,ぎたから,いがかり,すっきり,がらもそ,とげしく,がしゃわー,からだっ,こうから,つけこん,さっそく,どきだっ,うしたら,しなかっ,でぶつけ,ころだっ,がってか,いらつい,からこそ,びくしな,がらずっ,すーぱー,くにもそ,すっぽか,わなかっ,おいたか,ひたすら,わなくちゃ,がってく,うとする,はらしな,すくめた,ばっちり,かったら,とくから,するから,いがずっ,ころかす,だったか,わくしな,だったら,しばたか,うしてか,かってか,ずっとこ,ことすら,うるさく,めちゃくちゃ,からずっ,みしてか,どろだっ,ずらもそ,くつもり,ぬるだっ,もりだっ,かってく,たっぷり,わないそ,とっくに,うところ,ついたら,こんどー,こともこ,かったか
2,1,1,1,1,1,5,1,1,1,1,1,2,6,1,1,1,1,1,1,3,1,1,1,1,2,5,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,4
