クラスカ
['\u3000見知らぬ少女が俺に声をかけてきた。見た感じ、コミュ力も女子力も高い。いわゆるクラスカーストにおける上位で、発信力の高い子だ。この女はポイント収集に使える。すぐにそう判断した俺はさわやかな笑顔で答えた。']
