ペットボ,カタコト,バックサ,タップリ,コンピュー,バタフラ,コンポタ,フルメタ,トップク,ミリパラ,コロンブス,キーワー,ゲージワ,スカウト,バキボキ,カップル,ザーホロ,グサワー,ブースタ,ビショビシ,ヒーカッ,クッキー,ワイトボ,スクラン,スーパー,フルオー,スクリュー,ベトコン,プリンクラ,ボーブリ,パラメー,サーモグ,ブルパッ,スカトロ,キロメー,ガチムチ,ダッフル,コンバッ,ガチャガチ,ピードロ,ナミクス,ヘッケラ,コンドー,ザーモジ,コロジー,トーチカ,ムシャムシ,ドサクサ
6,1,5,1,5,1,1,1,1,6,2,1,1,2,1,1,1,1,1,2,2,13,2,1,1,21,1,4,1,1,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,1,3,1
