めたとこ,がたくさ,のこぎり,ことから
['容疑者が多量の血痕が付着した布団を所持していたことから、任意同行を求めたところ犯行を自供した。'],['\u3000まだちっちゃいけど、間引きした葉がたくさんあるから'],['死体はのこぎりで大まかに解体した後、さらに細かく切り分けてみきさーでぺーすと状にし、少しずつ下水に流していたとのこと。'],"['大野容疑者のまんしょんを訪ねた友人が、玄関の隙間から腐臭がすると通報したことから発覚。', '容疑者が多量の血痕が付着した布団を所持していたことから、任意同行を求めたところ犯行を自供した。']"
