もわかっ,ぱしから,すっかり,するにこ,すること,びかけた,のたどた,くすぐっ,ことだっ,がしたた,たらもた,はたじろ,びかけら,ちらから,どきかす,のささや,いがする,すっごく,がしにた,かったじ,がしあわ,くっつい,にこちら,はっきり,しながら,いがかり,こんどく,おいしげ,ぶつくさ,くださっ,がびびり,こんとろ,うろちょろ,からこう,からだっ,いらだっ,わらずぼ,しくしぼ,がみこん,からむし,からのこ,てかわい,くってく,よろしく,さっそく,こうする,さっぱり,つけてく,ことごと,からぽつ,うしたら,さんだっ,ころから,しなかっ,おーとろ,しとこう,いそがし,すらしな,びくしな,がったか,とってく,へとそろ,けっこう,のここち,とくちび,つること,するいじ,のしつけ,らんから,ことはた,いそうだ,わなくちゃ,はたくさ,からのー,ゆるめら,いじくっ,くっつけ,ふさがら,さらにこ,うとする,ついたっ,たらしく,するころ,すくめた,さんもわ,くにじみ,きらめた,しところ,どかしと,かさびし,さんから,ふさわし,わたしと,だったか,だったら,ちかけた,もやしと,すくめそ,めたころ,しなこと,くっきー,ゆること,めちゃくちゃ,からずっ,かっぷる,しばたた,もわから,しくすー,ちかかっ,かただっ,からぶち,かきむし,からとっ,たっぷり,くいこと,からずか,ぶつけら,さんのこ,こそきちん,ぼろうと,たらこち,とっくに,ついたら,にたたた,どかけら,むかぎり,ひくつか,かったか
4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3
