すっかり,にこちら,どしたか,しながら,ことさら,うしたら,つけたら,しなかっ,ざわつい,わなかっ,こしてか,うとする,しとする,すっぱり,かったら,だったら,とろべり,するくら,もりだっ,うところ,かったか
1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,2,1
