かったか,すること,がつけら,しながら,うるさく,ことだっ
"['\u3000それだけなら、なんとなくしゅーるな光景でしかなかったかもしれない。', '\u3000悍ましい異形の女子高生達は何事もなかったかのようにてーぶる席へ戻ると、無言で着席する。']",['\u3000この悍ましい店内では、女子高生達の定める道徳に賛同することでしか、生き残れないのだから。'],['\u3000投稿には、早速見知った人からの“いいね”がつけられているようだった。'],['\u3000異形がひょろ長い指で彼を指し示しながら言った。'],['『お店の中でうるさくしてる～』'],['\u3000しかし私が何よりも奇妙に感じたのは、それ以外の席にも普通の客らしき人物たちが着席していることだった。']
