かったか,うとする,らんどか,しなかっ,すること,からのめ,もこちら,しながら,からだっ,ことしな,からこそ,たったら,もそうだ,わらげた
['\u3000俺の言葉が違うのは、それから二度とここへ来ることはなかったから。'],['\u3000立ち上がって挨拶をしようとするのを、掌で止められるので、渋々そふぁに身体を沈める。'],"['「裏野どりーむらんどか。一度だけ来た事があるよ。廃園前にね」', '\u3000めりーごーらんどから、誰一人として降りていない。']","['\u3000客じゃない、妻だ！\u3000と、反射的に言うも、部長と専務に睨まれただけで、社長は訂正をしなかった。', '\u3000先に家へ帰っていた息子と娘に、会社が説明書として手渡して寄越した書類を見せると、二人は愕然としたまま、その日はしゃべりも、眠りもしなかったようだ。']","['「ここ数年、自分からご家族の話をすることなど、とんとなかった彼が、一週間程前から楽しそうに、嬉しそうにご家族の話をするようになりました。まだ、お子さん達が幼かった頃のように」', '「伊藤君の今後は社が責任を持って、葬式まで面倒を見ますのでご安心を。勿論貴方方をお呼びすることはありません」']",['\u3000そういえば今日はまだ、夫からのめーるが来ていない。'],['「伊藤君に会った後で離婚届を書いて下さい。すぐに提出しますので。その他必要な書類もお願いします。印鑑もこちらで預かっておりますから、貴女はさいんするだけで構いませんから」'],['\u3000俺が嬉しくて泣いているのだと笑顔で説明したら、子供達は不思議そうな顔をしながらも、痛くないなら、悲しくないならいいと笑った。'],['\u3000夫の会社から連絡があったのは、めーるが途絶えてから１週間が過ぎてからだった。'],['\u3000夫は、そんなことしない。'],['\u3000だからこそ、逃げられないはずだと。'],['『あなた、大丈夫？\u3000……もしかして、嬉し泣き？\u3000感極まったとか？\u3000ふふふ。あなたったら感動屋さんだもんねぇ』'],['\u3000私もそうだった。'],['\u3000一瞬訝しげな顔をした渡辺は、相手が自分と解ったら態度をやわらげた。']
