ペットボ,ハッキリ,ゲームラ,バタフラ,ジタバタ,カップラ,ギリブラ,ムシチュー,トッタド,ハッスル,メージリ,ゲームク,ガチゲー,バッチリ,ノーサン,トースタ,クッキー,サンプル,スーパー,クスジュー,サッテク,カラフル,ブーメラ,ポロクラ,トロピカ,ピースタ,クネスク,サンキュー,ガチカラ,ケットボ,サンドバ,グスポッ,メープル,ガクブル,フルパー,アップトー,ドタバタ,メタコト
1,1,2,50,1,5,1,3,2,2,1,1,6,6,1,1,8,1,3,1,1,1,1,1,9,1,1,2,1,1,2,1,1,1,1,1,2,1
