サーカス,ホログラ,フルメタ,キーワー,スカウト,スイグサ,ゲームシ,キーボー,フラワー,ワードシ,スーパー,キャッスル,テクノロ,パラメー,トックス,ワイトロ,ジーゲー,サンキュー,ランドク
5,7,30,4,2,1,3,1,1,3,3,4,1,1,3,4,1,1,2
