パチパチ,ガシガシ,キラキラ,チョロチョロ,バサバサ,ボコボコ,ニヤニヤ,チラチラ
['\u3000未だ衝撃から立ち直れないように裏声で返事してきたおじさんは、目をパチパチと｜瞬《しばた》かせて、私の右手に握られている『白銀の鎌』を見つめている。\n'],['\u3000後頭部をガシガシと右手で乱暴に掻いてから、オガミさんがゆっくりと歩きだした。え？\u3000これ、私もついていく流れなの？\u3000既にこの展開についていけてないんだけど……。\n'],['\u3000目をキラキラさせてこちらに顔を近づけてくる黒羽さん。ち、近いし、違うしどうしよう――てか、小学生なわけあるかいっ！\u3000え？\u3000マジでそう見えるの？\u3000え……。\n'],"['「そいつはチョロチョロして目障りだったから傍に置いてるだけだ」\n', '「……なんつーか、チョロチョロして危なっかしくて見てられなかったんだよ。悪いかよ」\n']",['\u3000大きな翅をバサバサと羽搏かせ、私の言葉に反応したわけではないだろうけれどこちらへ突っ込んでくる。そのスピードはなかなかのものだ。\n'],['\u3000例のダンジョンで戦ったギガース・ゴーレムも、こんな風にその場足踏みをして地面を揺らすことがあたっけ。いつの頃からか慣れたけど、最初は振動で動けなくなってその隙にボコボコにやられてしまった。\n'],['［＃中見出し］第二十三話\u3000幼女をニヤニヤしながらみた［＃中見出し終わり］\n'],['\u3000困っていたらおじさんの方から声を掛けてきてくれた。どうやらチラチラ見ていた私を冷やかしだと思ったみたいだ。そりゃそうか。何もしないでただ見られるだけっていうのは不愉快だよね。申し訳ないことしたなぁ。\n']
