ネトゲー,ゲームラ,プラウト,ワーアップ,キーボー,スゴブリ,コウモリ,ランクイ,ランサー,サンキュー,ゴキブリ,サンドバ,コンプリ,ガクブル
5,8,1,2,2,4,90,13,1,1,2,2,1,4
