ホログラ,ハッキリ,ネチケッ,フルコン,トップク,スカウト,ノーヒッ,アップボー,カップル,ブルスラ,タドタッ,メラワー,パラメー,ヌルゲー,バックス,ザックザク,ギチガチ,コンパク,コンプリ,ウルスラ
1,2,1,1,1,1,1,2,1,9,1,2,4,1,1,1,2,1,1,1
