クーザー,プルコン,フルコン,バタフラ,ガタタッ,ズタボロ,スッカラ,トップク,オタマジ,タカタッ,ガチパー,コクスラ,ドーキャッ,スッキリ,フルスイ,ピーキー,ザーコン,ハッピー,ランブリ,カタタッ,ガババッ,ゲームク,ワーアップ,キーボー,チラカラ,シャッフル,フラワー,ボロウロ,ホッゴホ,ワイトボ,ホッゲホ,スーパー,フルブラ,スクリュー,コンチク,バックス,ガッカリ,タックラ,プスラン,ガサゴソ,ザックザク,ハラワタ,ブルキャッ,トップス,ポッキリ,フルパー,バリスタ,バックド,ムズアップ,カタタタ,ブリザー
15,1,2,3,2,1,1,6,4,1,1,10,1,2,5,1,1,4,1,4,1,5,1,1,1,1,15,8,1,1,1,6,4,7,1,3,1,3,3,1,1,1,6,2,1,1,2,1,3,2,18
