ツーコン,ハッキリ,ジタバタ,コントロ,ズタボロ,カップラ,ドボスク,スッキリ,ピーギャー,トーカッ,バリボリ,ハッピー,バッチリ,グースカ,ワーバラ,ゴロンゴロ,グラサン,クスアップ,ホッゲホ,スーパー,ゴシャバキ,ジリスク,カリゾク,バックス,ランクイ,ガチムチ,トボスー,ブーメラ,ガッカリ,ガチトー,カッチカ,ガチャガチ,サンキュー,サンドバ,トップス,コンプリ,ノータッ,ムズアップ,アハハッ
1,1,1,1,3,1,1,1,1,2,1,3,2,1,3,1,1,2,1,4,1,185,2,2,7,1,1,1,2,1,6,1,3,1,1,1,1,1,1
