コンピュー,コントロ,トップク,コソドロ,コンホイ,スカウト,トロゲー,アップボー,ダブスタ,ゲームク,ゲームシ,キーボー,クッキー,ケッサク,スーパー,ゲームチ,パラメー,ドロボー,カラフル,ガッカリ,ノープラ,ガチャガチ,ビカメラ,ジーゲー,パーゲー,ドタバタ
1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,1,1,2,1,1,1,5,1,3,1,1
