ペットボ,ハッキリ,クラスラ,トップク,スラスタ,ランカラ,ピーキー,ブラウザ,ゲームク,ゲームシ,コンクー,ワーアップ,バッチリ,メリカサ,ガラクタ,カチコチ,ウトボタ,ピードロ,ポッキリ,ゴクサバ,ビシバシ,ドタバタ
2,17,4,1,48,3,1,1,1,2,1,2,2,1,4,1,3,1,1,1,1,2
