ホログラ,ポコドロ,ゲームラ,ズバスタ,トップク,ランカラ,コンカッ,キャッシャー,カッコン,ブランブラ,ガッチリ,キーパー,ガシャガシ,バッチリ,ビショビシ,ランクス,スーパー,シャッキリ,サバサッ,サッバサ,パラメー,ランコロン,コウモリ,バックス,ニタウロ,ビクトー,カラフル,カッシャー,ウトボタ,スタタタ,ドシンドシ,ブルンブル,キャッキャー,ガサゴソ,キャッシャッ,ブルメー,ズッチャラ,ガチャガチ,ブラシト,ブルヒー,ケットボ,コンプリ,フルパー,ポッカリ
3,1,1,2,1,1,2,3,1,1,1,2,7,2,1,1,1,1,1,1,1,2,3,2,72,23,4,1,5,1,1,1,1,1,1,1,1,2,3,1,2,17,4,1
