ジタバタ,コントロ,サワサー,スカメラ,キーワー,ピーキー,スカウト,ブラウザ,オークス,ワーバラ,スーパー,プルスラ,グスペッ,パラメー,バックス,スッカス,ソロパー,ノープラ,ノタウロ,トップラ,ビシバシ,ブルスー,ヘッドシ
1,3,1,1,6,1,3,1,1,1,3,1,1,4,1,1,1,1,3,7,2,2,1
