ドクスイ,ワッサワサ,コントロ,スッゲー,ガッチリ,スッキリ,バッチリ,スーパー,テクノロ,クダメー,ウトプッ,コウモリ,バックス,カラフル,キロメー,ブーメラ,ボロツル,ノープラ,サッパリ,ブルメー,ボトゴロ,スタパフ,ポッキリ
2,1,1,1,1,1,4,1,1,1,1,15,1,1,1,1,8,2,1,2,1,1,1
