ペットボ,ホログラ,ガシャパリ,フルコン,オタデブ,コントロ,トップク,ガクンガク,ガッチリ,スッキリ,ピーキー,オイテケ,ハッピー,ブラウザ,タッガシャ,シャッフル,ピードタ,ワーウル,ワクドキ,スーパー,クスジュー,バックス,ブラボー,ウトボタ,ブーメラ,メーバタ,ゲートボ,コンプリ
1,1,1,1,1,2,1,1,1,1,1,4,1,6,1,1,4,2,1,1,1,1,1,1,1,1,1,1
