ピーピー,バキバキ,ゴリゴリ,ウハウハ,ギリギリ,チラチラ
['ピーピーピー！\n'],"['バキバキッ バキバキッ\n', 'バキバキッ バキバキッ\n']",[' すり潰したものは、ただ雑草をすり潰したものと変わらないただの緑の汁だった。1分ほどゴリゴリしていただけでほとんど潰れたのはゲームだからだろう。\n'],['めちゃくちゃ驚きました。ブックマークも800超えてウハウハです。\n'],['「おっ、パッと見バカップル。遅刻ギリギリじゃねぇーか。ゲームでもしてたか？」\n'],[' 町に戻っている間にも周りからチラチラと見られている感じがあったが、なんか慣れた。\n']
