カリプス,クスフル,ゲームラ,プルコン,ガタタッ,キログラ,ウルシオ,コントロ,ドタイガ,パカパー,ブルスタ,プリンパフ,チョコパフ,フラワー,スーパー,フルオー,ピータブ,パラメー,コウモリ,クスキュー,グチャグチ,コンバッ,フワモコ,ヒーパフ,サンキュー,ランドク
55,1,1,2,1,2,2,20,10,1,1,2,1,8,3,1,3,1,1,1,1,1,1,1,1,2
