アップボー,ワーアップ,ヨロシク,ランパー,チラコチ,スカイラ,パラメー,バックス,キロメー,ドシンドシ,フルパー,バリスタ,ヘッドシ
3,1,1,1,1,3,2,1,1,1,1,14,10
