もたくさ,さんとこ,わーふが,ばっくす,らんくだ,からすた,かっこつ,ぐらいじ,もごぶり,さんきゅー,はっきり,らんくに,ちらから,うとする,わくしな,がさぶり,よろしく,ずかしく,がつけた,しながら,ちらこそ,いじから,うところ,するから,らんどく,くださっ,けたこと,からよろ,にこちら,だったら,からだっ,じゃーひー,からおー,にやしな,ぶりのろ,からどろ,めーじと,かったじ,うとさぶ,するのさ,じゃーさん,うだから,こうさー,からしゃー,だったか,がらこち,ばりすた,からむし,はきつい,からぶつ,すーぱー,さんから,するなよ,とろぐい,わしさら,べたから,さんのこ,とくから,はっじめ,すること,たらしく,むらから,さんもや,しなかっ,さんにちゃ,かたくさ,どぼすっ,すためら,ぶつかっ,びかかっ,もわから,ことする,からのめ,ひたすら,うだめー,しとこう,めちゃくちゃ,かったっ,らんくっ,だらする,こうさん,くいうと,しばかり,からごぶ,かったら,のためら,ぱりさく,くにする,わなかっ,かったか,からげー,くすから,さんだっ,うしたら,ぶつかり,かってく,いそうだ,ぱりげー,すごぶり
1,2,3,1,1,1,1,1,2,1,1,3,1,2,1,1,10,1,1,16,2,1,4,2,2,2,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,4,1,1,4,2,2,1,1,2,1,6,1,1,1,1,2,1,1,11,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,1,2,5,1,1,3,1,1,3,3,1,1,1,3,7,1,5,4,1,1,8,1,1,1
