フルブラン,ペットボ,カッスカ,コンピュー,サバゲー,バタフラ,コントロ,トップク,ノークイ,カタコン,ザーグー,キーワー,ブルコン,ハッピー,ダダダッ,ゲームク,ツートッ,ワーアップ,シャッフル,ワーバラ,キャッスル,フルオー,オーパー,テクノロ,ランクダ,サーチラ,カリムシ,パラメー,コウモリ,バックス,カラフル,コンダク,ウトボタ,ブルメー,ケットボ,サッポロ,グスポッ,トッパー,ポッキリ,トップラ,ノータッ,ポッカリ,ワークド,ドタバタ
14,12,1,1,3,2,27,2,1,10,1,5,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,3,1,2,1,1,1,2,2,1,1
