バチコン,ゲームラ,ジタバタ,コントロ,カタカチ,トップク,ワースタ,ドーボク,ランボー,ザーグリ,グスタブ,キーワー,リューサン,ブルタッ,サンガク,スッキリ,フルスイ,ピーキー,ハッピー,カップル,ベリスク,ダダダッ,ツートッ,ワーアップ,グラシオ,ブースタ,ピードタ,クッキー,ギャースッ,ヘッドク,スーパー,ワークラ,サバサッ,タドタッ,パープル,バックス,プルヘッ,ランドシ,カチコチ,グータラ,ウトボタ,ブーメラ,グスピー,ガチトー,メージト,ヘッドバ,ブストー,ウルフラ,ケットボ,サンドバ,トップス,ホッパー,コンプリ,トップラ,ノータッ,バリスタ,クストコ,サンクス,ムズアップ,ドタバタ,アハハッ
1,1,1,3,1,3,1,3,1,2,1,2,1,1,6,5,2,1,2,3,1,1,1,11,65,11,2,10,1,4,5,18,1,1,7,36,1,6,1,2,1,2,3,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,8,1,2
