カタコト,モロオタ,コントロ,ゲームク,ガシャガシ,ジャーワー,クッキー,ノコギリ,グスペッ,バックス,フルドー,ブーメラ,サンキュー
1,1,1,2,1,2,2,1,1,1,1,1,1
