バリカタ,ポテバタ,スッポリ,ハッキリ,ブルシャワ,バタフラ,ジタバタ,コントロ,スクマロ,トップク,ブラザー,キーワー,ムシチュー,ガッチリ,スッキリ,フルスイ,プルンプル,バキボキ,バリボリ,ハッピー,キーボー,パークラ,バッチリ,ドキワク,クッキー,カッチリ,トッボト,パークス,スーパー,スクリュー,ギョロギョ,ノコギリ,パープル,クラブイ,コウモリ,バックス,カラフル,ワースラ,ブーメラ,カチャカチ,ドロベタ,ガッカリ,ブルピー,ブルンブル,ガチャガチ,ギチガチ,ジーゲー,コンパク,ギリワイ,コンプリ,ポッキリ,カタガタ,サンクス
4,1,1,5,63,72,3,2,1,1,1,1,1,2,2,2,1,1,1,1,3,12,2,1,16,1,1,9,2,7,1,4,3,1,7,3,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1
