ゲームラ,ジタバタ,ドボスク,フルスイ,ボクサー,ワーアップ,ザーブー,ケットゲ,パラメー,ツイスタ,カラフル,ウルフカ,ジーゲー,サンキュー,ケットボ,コンプリ,フルパー,カタガタ
1,1,1,1,2,2,4,1,3,2,1,1,2,1,1,1,15,1
