ホログラ,ハッキリ,ズタボロ,スカサン,トップク,スッゴク,キーワー,ランペッ,スカウト,キューコン,スーパー,ノコギリ,メラワー,ランコロン,バックス,カラフル,ヒーブラ,ズルゲー,クタイガ,ピースタ,サンキュー,タッフル,ガクブル
1,1,1,2,2,1,1,1,3,2,2,1,1,1,5,3,1,1,1,2,1,1,1
