サーカス,メラスラ,スッポリ,ハッキリ,コントロ,ズタボロ,カステラ,サングラ,スッキリ,フルスイ,スカウト,サクラン,ボクサー,トゲボー,キーボー,パッチリ,ランブル,ノーコン,バッチリ,ワーウル,ノタウル,トースタ,ゴロンゴロ,サンプル,スーパー,ブルスラ,ノコギリ,コンチク,パラメー,ランコロン,バックス,カラフル,ワースラ,カラコロ,メチャクチャ,ブーメラ,ノタウロ,サッパリ,ガチャガチ,タッパー,サンキュー,ケットボ,ランドー,ランドキ,メープル,ホッパー,バッドク,ピリオド,フルパー,ポッカリ
1,1,1,6,3,1,1,3,1,3,4,1,1,1,2,1,3,1,1,8,1,1,1,1,10,3,2,1,24,2,5,1,8,1,2,1,2,1,2,2,1,3,2,1,1,1,4,1,2,2
