カリプス,ハッキリ,バッサバッ,キログラ,コントロ,トップク,ゲロゲー,ドーボク,ブラザー,キーワー,パーワー,サングラ,キャッブチ,グスブー,スッキリ,グリモワ,キーパー,カチガチ,カタタッ,ガチカチ,ダダダッ,ワーアップ,バッチリ,ピードタ,タカタタ,クッキー,サンプル,タラスク,スカイラ,キャッスル,ガラクタ,コロゴロ,ランスラ,パラメー,バックス,パーカッ,キリオタ,カラフル,グチャグチ,メチャクチャ,ブーメラ,ガッカリ,ピードブ,サッパリ,カッチカ,サンキュー,ケットボ,サンドバ,ホッパー,コンプリ,ムシャムシ,ノータッ,フルパー,ポッカリ,サンクス
2,16,1,1,5,2,1,1,6,2,6,1,1,7,5,2,64,2,1,1,1,6,4,1,1,1,2,119,3,1,5,1,1,1,3,2,1,1,1,6,1,1,1,3,2,1,1,2,2,1,1,2,3,1,2
