ペッパー,キログラ,コントロ,ケッパー,トップク,カステラ,オタマジ,サクラン,ランコリ,ゲームシ,コンクー,ドクパー,トログイ,クッキー,キューコン,ギョウダ,ギョロギョ,コウモリ,キロメー,ガッカリ,ノタウロ,ワタシト,トロピカ,トッパー,コンサー,フルパー
1,2,3,2,1,14,5,1,1,9,8,1,2,1,22,1,1,1,3,1,2,1,1,2,5,6
