ランシャラ,ペットボ,ノーウル,ムカメラ,バックラ,ハッキリ,サーブル,フルコン,ジタバタ,ノービリ,コントロ,トップク,カツサン,ドーボク,ウルブス,ブラザー,ザークラ,ランカラ,ホットコ,ムシチュー,ヘッドロ,スッキリ,グリモワ,トコノコ,ピーキー,スカウト,ノードロ,バリボリ,トロゲー,キーパー,ブランケッ,カップル,スクドー,ピークタ,ゲームシ,ツートッ,コンクー,ワーアップ,ランドタ,キーボー,パッチリ,シャッフル,バッチリ,ブラコン,ヒーカッ,ワーバラ,クッキー,ランクス,クスカツ,コリスッ,クスフラ,コンスタ,フルスク,カットボ,サンプル,スーパー,プククッ,フルオー,オーパー,プルスラ,ブルスラ,テクノロ,ミリオタ,サブパー,グラドタ,スカトー,ジリスク,オードブ,ジャーキー,パラメー,タックス,コウモリ,バックス,ランクイ,ランスタ,タックダ,カラフル,コシチュー,コンカリ,コンダク,ワードタ,スッカス,ウトボタ,ブーメラ,カチャカチ,トコブラ,チョコクッ,ガッカリ,ズルゲー,タックラ,サッパリ,モロコシ,ガチャガチ,トロベリ,サンドブ,ワーヘッ,サンキュー,コンパク,サンドバ,トップス,ノーラン,トッパー,ムシャムシ,トップラ,ノータッ,フルパー,バリスタ,ビシバシ,タックタ,サンクス,ムズアップ,ドタバタ,ジーコン,ヘッドシ
1,1,3,1,1,7,2,1,2,4,21,8,8,2,7,1,6,2,2,1,1,10,4,3,4,7,2,3,4,8,1,19,2,2,5,1,1,4,1,2,3,1,17,4,3,2,18,1,1,1,7,2,1,1,8,20,1,5,1,1,2,1,1,2,217,1,54,3,2,10,16,3,9,10,13,6,6,1,1,2,13,1,1,11,1,1,2,2,3,19,3,7,1,2,1,1,21,6,1,4,1,1,1,2,2,3,2,1,13,6,1,11,1,6
