ハッキリ,コントロ,トップク,サンハッ,スクヘッ,キーワー,フルスイ,サンブー,シナジー,ツートッ,ノサウル,スーパー,パープル,ギャーオー,ブルクラ,ピードブ,ワークタ,ガチャガチ,ゴキブリ,ブリザー,ヘッドシ
5,8,4,7,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1
