ペットボ,ハッキリ,ジタバタ,キーワー,スッキリ,ワーアップ,バッチリ,ドキワク,スーパー,パープル,ツルトッ,クットー,メチャクチャ,ガッカリ,ガチャガチ
4,1,1,2,6,2,1,1,2,4,1,7,2,2,12
