ペットボ,ハッキリ,スクワー,コンピュー,トップク,キーワー,サングラ,バリバチ,スッキリ,スカウト,ハッスル,カップル,ゲームシ,キーボー,ブラコン,クッキー,キームニャ,バックス,ガチムチ,プリクラ,ガッカリ,スタタッ,ガクブル,ブリザー
1,2,2,1,1,1,12,1,1,1,1,1,1,6,6,1,1,1,10,2,1,1,1,1
