サブゲー,ペットボ,ホログラ,ドシガシ,コンピュー,コントロ,トップク,カップラ,コンボツ,キーワー,サングラ,スカノー,スッキリ,ピーキー,スカウト,ブスピー,シナジー,ブラウザ,カップル,シャッフル,バッチリ,ガチスタ,コンプラ,ワイトボ,スーパー,クスゲー,サンドボ,ピードバ,ランコロン,バックス,スクトッ,ブカメラ,ランサー,トックス,メージト,メタゲー,サンキュー,ケットボ,サンドバ,トップス,ノータッ,コンサー,ビシバシ,シナプス,シャカパチ,ムズアップ,ドタバタ
1,1,6,1,2,1,5,1,14,22,1,10,1,3,19,1,1,7,8,3,2,1,1,3,2,1,1,1,1,3,1,3,23,1,1,1,4,1,1,1,2,1,1,2,1,8,1
