ハッキリ,バタフラ,トップク,ゴワカリ,ピードク,ガシャガシ,ワーアップ,スージー,パラメー,バックス,キロメー,メージト,クスカリ,バッドタ,トップス,ガクブル,ムズアップ
2,3,5,1,1,1,3,9,1,1,1,2,1,1,1,1,1
