スッパリ,プルコン,パッカリ,コントロ,ブルスタ,トップク,ガクンガク,ガッチリ,スッキリ,グチョグチ,スカウト,ガシャガシ,サンドカ,ワーアップ,キーボー,パッチリ,バッチリ,ゴロンゴロ,プルスラ,ガラクタ,ブルスラ,コウモリ,バックス,グチャグチ,メージト,ブルクラ,ガチャガチ,ケットボ,サンクス,ドタバタ
1,1,1,2,7,3,2,2,1,7,2,9,6,1,1,1,4,2,1,3,23,1,2,1,1,1,1,1,1,1
