ジタバタ,コントロ,ズタボロ,ボロカス,トップク,サングラ,トコノコ,ズップリ,グチュグチ,グースカ,スーパー,ギョロギョ,ベロンベロ,パラメー,コウモリ,ブルンブル,ノタウロ,サンキュー
1,1,1,1,3,1,1,1,2,1,3,1,1,1,2,1,3,1
