コントロ,ピラカッ,トップク,パラミリ,スカウト,サクラン,カップル,ゲームシ,パッチリ,フラワー,コロノサ,ワーバラ,トースタ,クッキー,コンプラ,クラスタ,コンスタ,ワイトボ,ウヨウキ,サンドロ,ゴリムチ,サンプル,スーパー,バクイラ,グラノー,ノーカラ,ハタタカ,バッチカ,ポリスー,カラフル,ガチムチ,パリキー,ブーメラ,ノープラ,モロコシ,サックサ,サンキュー,ゴキブリ,コンパク,コロジー,タッフル,コンプリ,フルパー,ズッキー
1,3,1,2,2,2,5,1,1,8,1,1,3,1,1,4,2,2,1,2,1,5,58,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,4,2,2
