コントロ,ザーボト,フルメタ,トップク,ランボー,ザードシャ,ザートッ,スカウト,シナジー,ゲームク,ゲームシ,コンクー,ザーブー,タックチャ,コウモリ,バックス,ワースラ,ランサー,ブーメラ,グスピー,ケットボ,ノータッ,ブリザー
11,2,19,3,4,5,1,4,1,1,2,1,1,10,15,7,31,13,1,2,8,1,7
