カリプス,フルボト,ザーパー,トップク,ガッチリ,ピーキー,ガッシャー,ウロボロ,シャッコツ,トースタ,カスプリ,ランクス,クラスタ,スーパー,フルオー,テクノロ,ガシャコン,トロスク,パラメー,コウモリ,パーカッ,キロメー,オーウジ,ギョウシ,ノタウロ,ノーブル,クスカリ,ボチャボー,サンキュー,サンドバ,シオノタ,ノソウジ,バックド
1,2,1,2,1,2,2,1,1,3,36,1,2,2,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2
