わーあっぷ,しなかっ,けたひー,うとする
"['\u3000確かに一時はひーろーを追い詰めることが出来るでしょうが、最終的にとらうまや弱点を克服されてぱわーあっぷされるのでやめておいた方が無難です。', '\u3000殺された者の仲間が強くなるか、殺された本人が生き返ってぱわーあっぷするのでやめましょう。', '\u3000それなりに強い方がやりがちですが、大事な人や家族を殺されたひーろーはぱわーあっぷしたり、そうでなくてもとてつもない力を発揮して貴方を倒すでしょう。']",['\u3000この手のたいぷはひーろーに勝っても逃したり、卑怯な作戦には協力しなかったり過激なたいぷだと邪魔をしてきたりします。'],['・戦いに負けたひーろーを逃がす'],"['・組織を乗っ取ろうとする', '\u3000ぼすを殺して組織を乗っ取ろうとする方もいらっしゃいますが、とっぷに立つ方は流石にとても強いです。']"
