キューベリ,ペットボ,プススタ,マジクー,パカスカ,ワーコン,ジタバタ,コントロ,グータッ,トップク,カツサン,ウトラン,ブラザー,キーワー,ランペッ,スッキリ,フルスイ,スカウト,ノーヒッ,キロオー,キーパー,ハッピー,ハラトー,バットボ,チョコパフ,ノーボー,ボクサー,カップル,コンクー,ノーコン,バッチリ,フラワー,シャークス,ワーサー,ヒーカッ,クラブチ,クッキー,ズッコン,クストロ,バックネ,カットボ,スーパー,パキスタ,テラブラ,ランクダ,ランプリ,プリンクラ,パーキャッ,ムシケラ,オートロ,タックス,バックス,ワーヒッ,ツーボー,グチャグチ,プリクラ,グスピー,ポカスカ,ブストー,ハラドキ,ピースタ,ガチャガチ,バッコン,バットコ,ブラジャー,クッピク,ボチャスー,クーブイ,タッパー,プルタブ,サンキュー,コンパク,サンドバ,パースイ,ブルヘッ,ツーラン,ノーラン,オーバラ,ピリオド,メキシコ,ノーワイ,ウトツー,バックド,サンクス
4,7,5,1,3,1,4,26,1,17,3,7,6,1,1,1,13,36,69,3,1,5,2,3,2,10,1,56,4,5,1,1,38,2,2,5,7,1,1,56,64,50,2,1,1,2,1,1,2,2,1,13,2,32,1,4,6,2,5,1,2,1,1,2,2,1,4,1,1,1,20,3,1,1,7,18,45,1,1,1,7,1,1,3
