カリガラ,キーワー,コンドー,メソポタ,イラクサ
['カリガラスに変わる\n'],['\u3000推奨動画検索キーワード：江戸切子\n'],['・コンドーム\n'],"['これが紀元前３０００年頃。メソポタミア文明のシュメール人が発見しました。\n', '\u3000四大文明の中でガラスが発達したのはエジプトとメソポタミア。\n', '\u3000エジプト、メソポタミア、ヴェネツィアではその製造法が非常に厳しく秘匿されました。\n', 'メソポタミアのミタンニかハリー地方で最初のガラス製造\n', 'ヘロドトスがいうには、メソポタミアで石鹸が使われたかなり後になって、レバント地方のフェニキア人が利用し、スキタイ人が髪を洗うのに使ったそうです。\n']",['珍しいところだと、ジャガイモやイラクサ、コケ、ガマ、アロエの葉なども使って、髪が造られました。\n']
