ハラグチ,ブラザー,サングラ,ガッシャー,カップル,ブリスタ,ブラコン,グラサン,クッキー,ムシャクシャ,カサコリ,チョコクッ,プルジュー,テラグチ
1,1,5,1,1,2,9,1,1,2,1,1,1,1
