キログラ,コンパー,カタクラ,スカウト,キーパー,カラドボ,ランクス,サンプル,スーパー,カラホイ,スクリュー,プラトー,キロメー,コンケラ,ブーメラ,ノタウロ,クスカリ,コホスル,バリスタ,ガサスラ
7,2,5,2,1,1,49,1,1,2,1,1,2,1,1,1,3,2,1,1
